"검색문구","상태","위도","경도","검색결과주소","OSM종류","OSM_ID","오류"
"대한민국 서울특별시 서초구 서초동","OK","37.4884513","127.0164398","서초동, 서초구, 서울특별시, 대한민국","relation","3880697",""
"대한민국 서울특별시 서초구 양재동","OK","37.4690298","127.0387937","양재동, 서초구, 서울특별시, 대한민국","relation","3880699",""
"대한민국 서울특별시 서초구 잠원동","OK","37.5182544","127.0124028","잠원동, 서초구, 서울특별시, 대한민국","relation","3880677",""
"대한민국 서울특별시 성동구 3가동","OK","37.5528065","127.0200950","금호2·3가동, 성동구, 서울특별시, 대한민국","relation","3882075",""
"대한민국 서울특별시 성동구 금호1가동","OK","37.5528394","127.0264877","금호1가동, 성동구, 서울특별시, 대한민국","relation","3882074",""
"대한민국 서울특별시 성동구 금호4가동","OK","37.5444238","127.0247548","금호4가동, 성동구, 서울특별시, 대한민국","relation","3882076",""
"대한민국 서울특별시 성동구 마장동","OK","37.5674300","127.0404500","마장동, 성동구, 서울특별시, 대한민국","relation","3882064",""
"대한민국 서울특별시 성동구 사근동","OK","37.5589948","127.0480281","사근동, 성동구, 서울특별시, 대한민국","relation","3882065",""
"대한민국 서울특별시 성동구 성수1가제1동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 성동구 성수1가제2동","OK","37.5464308","127.0447955","성수1가제2동 주민센터, 왕십리로, 성수동1가, 성수1가2동, 성동구, 서울특별시, 04778, 대한민국","node","12697281597",""
"대한민국 서울특별시 성동구 성수2가제1동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 성동구 성수2가제3동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 성동구 송정동","OK","37.5537483","127.0684835","송정동, 성동구, 서울특별시, 대한민국","relation","3882067",""
"대한민국 서울특별시 성동구 옥수동","OK","37.5417600","127.0164800","옥수동, 성동구, 서울특별시, 대한민국","relation","3882068",""
"대한민국 서울특별시 성동구 왕십리도선동","OK","37.5665195","127.0290193","왕십리도선동, 성동구, 서울특별시, 대한민국","relation","3882081",""
"대한민국 서울특별시 성동구 왕십리동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 성동구 용답동","OK","37.5613328","127.0580146","용답동, 성동구, 서울특별시, 대한민국","relation","3882070",""
"대한민국 서울특별시 성동구 응봉동","OK","37.5523600","127.0335600","응봉동, 성동구, 서울특별시, 대한민국","relation","3882071",""
"대한민국 서울특별시 성동구 행당동","OK","37.5578300","127.0357100","행당동, 행당1동, 성동구, 서울특별시, 04745, 대한민국","node","415154022",""
"대한민국 서울특별시 성북구 길음동","OK","37.6085308","127.0201946","길음동, 길음1동, 성북구, 서울특별시, 02715, 대한민국","node","415154127",""
"대한민국 서울특별시 성북구 돈암동","OK","37.5978554","127.0209865","돈암동, 돈암1동, 성북구, 서울특별시, 대한민국","relation","3883188",""
"대한민국 서울특별시 성북구 동선동","OK","37.5936463","127.0182330","동선동, 성북구, 서울특별시, 대한민국","relation","3883189",""
"대한민국 서울특별시 성북구 보문동","OK","37.5832222","127.0182317","보문동, 성북구, 서울특별시, 대한민국","relation","3883190",""
"대한민국 서울특별시 성북구 삼선동","OK","37.5863988","127.0113018","삼선동, 성북구, 서울특별시, 대한민국","relation","3883191",""
"대한민국 서울특별시 성북구 석관동","OK","37.6078902","127.0614852","석관동, 성북구, 서울특별시, 대한민국","relation","3883192",""
"대한민국 서울특별시 성북구 성북동","OK","37.5955200","126.9921500","성북동, 성북구, 서울특별시, 대한민국","relation","3883193",""
"대한민국 서울특별시 성북구 안암동","OK","37.5876085","127.0270968","안암동, 성북구, 서울특별시, 대한민국","relation","3883194",""
"대한민국 서울특별시 성북구 월곡동","NOT_FOUND","","","","","",""
"대한민국 서울특별시 성북구 장위동","OK","37.6160221","127.0502500","장위동, 성북구, 서울특별시, 대한민국","relation","3883196",""
"대한민국 서울특별시 성북구 정릉동","OK","37.6167954","126.9972998","정릉동, 성북구, 서울특별시, 대한민국","relation","3883197",""
"대한민국 서울특별시 성북구 종암동","OK","37.5963100","127.0333300","종암동, 성북구, 서울특별시, 대한민국","relation","3883198",""
"대한민국 서울특별시 송파구 가락동","OK","37.4947008","127.1191293","가락동, 송파구, 서울특별시, 대한민국","relation","3880769",""
"대한민국 서울특별시 송파구 가락본동","OK","37.4969696","127.1198946","가락본동, 송파구, 서울특별시, 대한민국","relation","3880784",""
"대한민국 서울특별시 송파구 거여동","OK","37.4906870","127.1469121","거여동, 송파구, 서울특별시, 대한민국","relation","3880770",""
"대한민국 서울특별시 송파구 마천동","OK","37.4980300","127.1516700","마천동, 마천2동, 송파구, 서울특별시, 05751, 대한민국","node","415155311",""
"대한민국 서울특별시 송파구 문정동","OK","37.4850937","127.1193144","문정동, 송파구, 서울특별시, 대한민국","relation","3880772",""
"대한민국 서울특별시 송파구 방이동","OK","37.5113307","127.1187808","방이동, 송파구, 서울특별시, 대한민국","relation","3880773",""
"대한민국 서울특별시 송파구 삼전동","OK","37.5014521","127.0901512","삼전동, 송파구, 서울특별시, 대한민국","relation","3880774",""
"대한민국 서울특별시 송파구 석촌동","OK","37.5024827","127.1034950","석촌동, 송파구, 서울특별시, 대한민국","relation","3880775",""
"대한민국 서울특별시 송파구 송파동","OK","37.5044007","127.1156551","송파동, 송파구, 서울특별시, 대한민국","relation","3880776",""
"대한민국 서울특별시 송파구 오금동","OK","37.5035500","127.1337900","오금동, 송파구, 서울특별시, 대한민국","relation","3880777",""
"대한민국 서울특별시 송파구 오륜동","OK","37.5163300","127.1257200","오륜동, 송파구, 서울특별시, 대한민국","relation","3880778",""
"대한민국 서울특별시 송파구 위례동","OK","37.4800987","127.1427225","위례동, 송파구, 서울특별시, 대한민국","relation","11117000",""
"대한민국 서울특별시 송파구 잠실동","OK","37.5122807","127.0855986","잠실동, 잠실2동, 송파구, 서울특별시, 05555, 대한민국","node","415154053",""
"대한민국 서울특별시 송파구 잠실본동","OK","37.5051271","127.0830446","잠실본동, 송파구, 서울특별시, 대한민국","relation","3880800",""
"대한민국 서울특별시 송파구 장지동","OK","37.4798337","127.1310225","장지동, 송파구, 서울특별시, 대한민국","relation","3880780",""
"대한민국 서울특별시 송파구 풍납동","OK","37.5338756","127.1151268","풍납동, 송파구, 서울특별시, 대한민국","relation","3880781",""
"대한민국 서울특별시 양천구 목동","OK","37.5261241","126.8645174","목동, 오목로, 목1동, 양천구, 서울특별시, 07937, 대한민국","node","6039313992",""
"대한민국 서울특별시 양천구 신월동","OK","37.5290495","126.8335466","신월동, 양천구, 서울특별시, 대한민국","relation","3881421",""
"대한민국 서울특별시 양천구 신정동","OK","37.5163163","126.8634455","신정동, 양천구, 서울특별시, 대한민국","relation","3881428",""
"대한민국 서울특별시 영등포구 당산동","OK","37.5346241","126.9065487","당산동, 당산2동, 영등포구, 서울특별시, 07223, 대한민국","node","415153619",""
"대한민국 서울특별시 영등포구 대림동","OK","37.4967202","126.9011231","대림동, 영등포구, 서울특별시, 대한민국","relation","3881358",""
"대한민국 서울특별시 영등포구 도림동","OK","37.5082619","126.8993866","도림동, 영등포구, 서울특별시, 대한민국","relation","9645420",""
"대한민국 서울특별시 영등포구 문래동","OK","37.5158226","126.8922546","문래동, 영등포구, 서울특별시, 대한민국","relation","3879663",""
"대한민국 서울특별시 영등포구 신길동","OK","37.5065214","126.9119108","신길동, 영등포구, 서울특별시, 대한민국","relation","3881372",""
"대한민국 서울특별시 영등포구 양평동","OK","37.5384352","126.8934868","양평동, 영등포구, 서울특별시, 대한민국","relation","3881373",""
"대한민국 서울특별시 영등포구 여의동","OK","37.5284646","126.9300522","여의동, 영등포구, 서울특별시, 대한민국","relation","3879672",""
"대한민국 서울특별시 영등포구 영등포동","OK","37.5222786","126.9078574","영등포동, 영등포구, 서울특별시, 대한민국","relation","3879673",""
"대한민국 서울특별시 영등포구 영등포본동","OK","37.5136772","126.9102027","영등포본동, 영등포구, 서울특별시, 대한민국","relation","3882299",""
"대한민국 서울특별시 용산구 남영동","OK","37.5450805","126.9748884","남영동, 용산구, 서울특별시, 대한민국","relation","3884154",""
"대한민국 서울특별시 용산구 보광동","OK","37.5267109","127.0002165","보광동, 용산구, 서울특별시, 대한민국","relation","3884155",""
"대한민국 서울특별시 용산구 서빙고동","OK","37.5176908","126.9912397","서빙고동, 용산구, 서울특별시, 대한민국","relation","3884156",""
"대한민국 서울특별시 용산구 용문동","OK","37.5380978","126.9586211","용문동, 용산구, 서울특별시, 대한민국","relation","3884157",""
"대한민국 서울특별시 용산구 용산2가동","OK","37.5388210","126.9836884","용산2가동, 용산구, 서울특별시, 대한민국","relation","3884168",""
"대한민국 서울특별시 용산구 원효로동","OK","37.5355383","126.9535053","원효로동, 용산구, 서울특별시, 대한민국","relation","3884159",""
"대한민국 서울특별시 용산구 이촌동","OK","37.5192594","126.9665446","이촌동, 용산구, 서울특별시, 대한민국","relation","3884160",""
"대한민국 서울특별시 용산구 이태원동","OK","37.5384200","126.9920000","이태원동, 이태원2동, 용산구, 서울특별시, 04344, 대한민국","node","415153778",""
"대한민국 서울특별시 용산구 청파동","OK","37.5484522","126.9672724","청파동, 용산구, 서울특별시, 대한민국","relation","3884162",""
"대한민국 서울특별시 용산구 한강로동","OK","37.5306543","126.9674196","한강로동, 용산구, 서울특별시, 대한민국","relation","3884163",""
"대한민국 서울특별시 용산구 한남동","OK","37.5382200","127.0074000","한남동, 용산구, 서울특별시, 대한민국","relation","3884164",""
"대한민국 서울특별시 용산구 효창동","OK","37.5434100","126.9603700","효창동, 용산구, 서울특별시, 대한민국","relation","3884166",""
"대한민국 서울특별시 용산구 후암동","OK","37.5501100","126.9802800","후암동, 용산구, 서울특별시, 대한민국","relation","3884167",""
"대한민국 서울특별시 은평구 갈현동","OK","37.6208998","126.9127557","갈현동, 은평구, 서울특별시, 대한민국","relation","3886360",""
"대한민국 서울특별시 은평구 구산동","OK","37.6122812","126.9082658","구산동, 은평구, 서울특별시, 대한민국","relation","3886361",""
"대한민국 서울특별시 은평구 녹번동","OK","37.6040879","126.9317233","녹번동, 은평구, 서울특별시, 대한민국","relation","3886362",""
"대한민국 서울특별시 은평구 대조동","OK","37.6126100","126.9227835","대조동, 은평구, 서울특별시, 대한민국","relation","3886363",""
"대한민국 서울특별시 은평구 불광동","OK","37.6194236","126.9354046","불광동, 은평구, 서울특별시, 대한민국","relation","3886364",""
"대한민국 서울특별시 은평구 수색동","OK","37.5851873","126.8948584","수색동, 은평구, 서울특별시, 대한민국","relation","3886365",""
"대한민국 서울특별시 은평구 신사동","OK","37.5957252","126.9085503","신사동, 은평구, 서울특별시, 대한민국","relation","3886366",""
"대한민국 서울특별시 은평구 역촌동","OK","37.6049941","126.9148856","역촌동, 은평구, 서울특별시, 대한민국","relation","3886367",""
"대한민국 서울특별시 은평구 응암동","OK","37.5926573","126.9216114","응암동, 은평구, 서울특별시, 대한민국","relation","3886368",""
"대한민국 서울특별시 은평구 증산동","OK","37.5831882","126.9055622","증산동, 은평구, 서울특별시, 대한민국","relation","3886369",""
"대한민국 서울특별시 은평구 진관동","OK","37.6421169","126.9354305","진관동, 은평구, 서울특별시, 대한민국","relation","3886370",""
"대한민국 서울특별시 종로구 4가동","OK","37.5779119","126.9930777","종로1·2·3·4가동, 종로구, 서울특별시, 대한민국","relation","3883995",""
"대한민국 서울특별시 종로구 6가동","OK","37.5730770","127.0037308","종로5·6가동, 종로구, 서울특별시, 대한민국","relation","3883996",""
"대한민국 서울특별시 종로구 가회동","OK","37.5840597","126.9864644","가회동, 종로구, 서울특별시, 대한민국","relation","3883981",""
"대한민국 서울특별시 종로구 교남동","OK","37.5716654","126.9633904","교남동, 종로구, 서울특별시, 대한민국","relation","3883982",""
"대한민국 서울특별시 종로구 무악동","OK","37.5767200","126.9581200","무악동, 종로구, 서울특별시, 03024, 대한민국","node","415153803",""
"대한민국 서울특별시 종로구 부암동","OK","37.5949602","126.9657272","부암동, 종로구, 서울특별시, 대한민국","relation","3883984",""
"대한민국 서울특별시 종로구 사직동","OK","37.5738317","126.9703028","사직동, 종로구, 서울특별시, 대한민국","relation","3883985",""
"대한민국 서울특별시 종로구 삼청동","OK","37.5896400","126.9811200","삼청동, 종로구, 서울특별시, 03050, 대한민국","node","415153762",""
"대한민국 서울특별시 종로구 숭인동","OK","37.5764800","127.0184800","숭인동, 숭인1동, 종로구, 서울특별시, 03110, 대한민국","node","415154004",""
"대한민국 서울특별시 종로구 이화동","OK","37.5766300","127.0051500","이화동, 종로구, 서울특별시, 03100, 대한민국","node","415153985",""
"대한민국 서울특별시 종로구 창신동","OK","37.5759500","127.0131300","창신동, 창신3동, 종로구, 서울특별시, 03103, 대한민국","node","415154003",""
"대한민국 서울특별시 종로구 청운효자동","OK","37.5849757","126.9684832","청운효자동, 종로구, 서울특별시, 대한민국","relation","3883990",""
"대한민국 서울특별시 종로구 평창동","OK","37.6159731","126.9676478","평창동, 종로구, 서울특별시, 대한민국","relation","3883991",""
"대한민국 서울특별시 종로구 혜화동","OK","37.5875500","127.0021700","혜화동, 종로구, 서울특별시, 03076, 대한민국","node","415153990",""
"대한민국 서울특별시 중구 광희동","OK","37.5655625","127.0071401","광희동, 중구, 서울특별시, 대한민국","relation","3884088",""
"대한민국 서울특별시 중구 다산동","OK","37.5548536","127.0080699","다산동, 중구, 서울특별시, 대한민국","relation","3884089",""
"대한민국 서울특별시 중구 동화동","OK","37.5607687","127.0175424","동화동, 중구, 서울특별시, 대한민국","relation","3884090",""
"대한민국 서울특별시 중구 명동","OK","37.5613134","126.9850861","명동, 중구, 서울특별시, 대한민국","relation","3884091",""
"대한민국 서울특별시 중구 소공동","OK","37.5636592","126.9794961","소공동, 중구, 서울특별시, 04531, 대한민국","node","415153896",""
"대한민국 서울특별시 중구 신당동","OK","37.5651969","127.0132200","신당동, 중구, 서울특별시, 대한민국","relation","3884093",""
"대한민국 서울특별시 중구 약수동","OK","37.5496054","127.0101079","약수동, 중구, 서울특별시, 대한민국","relation","3884094",""
"대한민국 서울특별시 중구 을지로동","OK","37.5664192","126.9968622","을지로동, 중구, 서울특별시, 대한민국","relation","3884095",""
"대한민국 서울특별시 중구 장충동","OK","37.5557749","127.0029706","장충동, 중구, 서울특별시, 대한민국","relation","3884096",""
"대한민국 서울특별시 중구 중림동","OK","37.5567609","126.9663037","중림동, 중구, 서울특별시, 대한민국","relation","3884097",""
"대한민국 서울특별시 중구 청구동","OK","37.5565812","127.0147653","청구동, 중구, 서울특별시, 대한민국","relation","3884098",""
"대한민국 서울특별시 중구 필동","OK","37.5567795","126.9926577","필동, 중구, 서울특별시, 대한민국","relation","3884099",""
"대한민국 서울특별시 중구 황학동","OK","37.5675499","127.0217200","황학동, 중구, 서울특별시, 대한민국","relation","3884100",""
"대한민국 서울특별시 중구 회현동","OK","37.5570967","126.9762286","회현동, 중구, 서울특별시, 대한민국","relation","3884101",""
"대한민국 서울특별시 중랑구 8동","OK","37.6024751","127.1070410","8동, 망우로81길, 경남아파트 (37), 망우동, 망우본동, 중랑구, 서울특별시, 02062, 대한민국","way","1024377975",""
"대한민국 서울특별시 중랑구 망우동","OK","37.6008638","127.1076269","망우동, 중랑구, 서울특별시, 대한민국","relation","3882921",""
"대한민국 서울특별시 중랑구 망우본동","OK","37.6028465","127.1089737","망우본동, 중랑구, 서울특별시, 대한민국","relation","3882927",""
"대한민국 서울특별시 중랑구 면목동","OK","37.5817944","127.0910424","면목동, 중랑구, 서울특별시, 대한민국","relation","3882922",""
"대한민국 서울특별시 중랑구 면목본동","OK","37.5892468","127.0892776","면목본동, 중랑구, 서울특별시, 대한민국","relation","3882929",""
"대한민국 서울특별시 중랑구 묵동","OK","37.6127705","127.0785200","묵동, 중랑구, 서울특별시, 대한민국","relation","3882923",""
"대한민국 서울특별시 중랑구 상봉동","OK","37.6001644","127.0909024","상봉동, 중랑구, 서울특별시, 대한민국","relation","3882924",""
"대한민국 서울특별시 중랑구 신내동","OK","37.6107129","127.0931277","신내동, 중랑구, 서울특별시, 대한민국","relation","3882925",""
"대한민국 서울특별시 중랑구 중화동","OK","37.6005135","127.0793787","중화동, 중랑구, 서울특별시, 대한민국","relation","3882926",""
"대한민국 인천광역시 강화군 강화읍","OK","37.7482072","126.4835323","강화읍, 강화군, 인천광역시, 대한민국","relation","7853473",""
"대한민국 인천광역시 강화군 교동면","OK","37.7884282","126.2696329","교동면, 강화군, 인천광역시, 대한민국","relation","7853478",""
"대한민국 인천광역시 강화군 길상면","OK","37.6265000","126.4988400","길상면, 강화군, 인천광역시, 대한민국","relation","7853469",""
"대한민국 인천광역시 강화군 내가면","OK","37.7191220","126.3858798","내가면, 강화군, 인천광역시, 대한민국","relation","7853474",""
"대한민국 인천광역시 강화군 불은면","OK","37.6782700","126.4927200","불은면, 강화군, 인천광역시, 대한민국","relation","7853471",""
"대한민국 인천광역시 강화군 삼산면","OK","37.7083200","126.3038246","삼산면, 강화군, 인천광역시, 대한민국","relation","7853479",""
"대한민국 인천광역시 강화군 서도면","OK","37.6531305","126.2238429","서도면, 강화군, 인천광역시, 대한민국","relation","7853480",""
"대한민국 인천광역시 강화군 선원면","OK","37.7166400","126.4893700","선원면, 강화군, 인천광역시, 대한민국","relation","7853472",""
"대한민국 인천광역시 강화군 송해면","OK","37.7759204","126.4623744","송해면, 강화군, 인천광역시, 23019, 대한민국","relation","7853475",""
"대한민국 인천광역시 강화군 양도면","OK","37.6676800","126.4284500","양도면, 강화군, 인천광역시, 대한민국","relation","7853470",""
"대한민국 인천광역시 강화군 양사면","OK","37.8026812","126.4060337","양사면, 강화군, 인천광역시, 23011, 대한민국","relation","7853477",""
"대한민국 인천광역시 강화군 하점면","OK","37.7684050","126.4048539","하점면, 강화군, 인천광역시, 대한민국","relation","7853476",""
"대한민국 인천광역시 강화군 화도면","OK","37.6165073","126.4189198","화도면, 강화군, 인천광역시, 대한민국","relation","7853468",""
"대한민국 인천광역시 검단구 검단동","OK","37.6132558","126.6487956","검단동, 검단구, 인천광역시, 대한민국","relation","8059619",""
"대한민국 인천광역시 검단구 당하동","OK","37.5854662","126.6805067","당하동, 검단구, 인천광역시, 대한민국","relation","19416399",""
"대한민국 인천광역시 검단구 마전동","OK","37.5969838","126.6676253","마전동, 당하동, 검단구, 인천광역시, 22640, 대한민국","node","415153392",""
"대한민국 인천광역시 검단구 불로대곡동","OK","37.6177446","126.6791275","불로대곡동, 검단구, 인천광역시, 대한민국","relation","8059618",""
"대한민국 인천광역시 검단구 아라동","OK","37.5913583","126.7119120","아라동, 검단구, 인천광역시, 대한민국","relation","13590577",""
"대한민국 인천광역시 검단구 오류왕길동","OK","37.5810833","126.6106940","오류왕길동, 검단구, 인천광역시, 대한민국","relation","17034267",""
"대한민국 인천광역시 검단구 원당동","OK","37.5924107","126.6938209","원당동, 검단구, 인천광역시, 대한민국","relation","8059617",""
"대한민국 인천광역시 계양구 계산동","OK","37.5432316","126.7198961","계산동, 계양구, 인천광역시, 대한민국","relation","4159622",""
"대한민국 인천광역시 계양구 계양동","NOT_FOUND","","","","","",""
"대한민국 인천광역시 계양구 작전동","OK","37.5304086","126.7257911","작전동, 작전2동, 계양구, 인천광역시, 21115, 대한민국","node","415153476",""
"대한민국 인천광역시 계양구 작전서운동","OK","37.5308718","126.7469442","작전서운동, 계양구, 인천광역시, 407-063, 대한민국","relation","4195162",""
"대한민국 인천광역시 계양구 효성동","OK","37.5293934","126.7065108","효성동, 효성1동, 계양구, 인천광역시, 21098, 대한민국","node","415153471",""
"대한민국 인천광역시 남동구 간석동","OK","37.4669753","126.7050548","간석동, 남동구, 인천광역시, 대한민국","relation","8857513",""
"대한민국 인천광역시 남동구 구월동","OK","37.4473875","126.7062890","구월동, 남동구, 인천광역시, 대한민국","relation","8857846",""
"대한민국 인천광역시 남동구 남촌도림동","OK","37.4283270","126.7215478","남촌도림동, 남동구, 인천광역시, 대한민국","relation","8138895",""
"대한민국 인천광역시 남동구 논현고잔동","OK","37.3936073","126.7031795","논현고잔동, 남동구, 인천광역시, 대한민국","relation","8138892",""
"대한민국 인천광역시 남동구 논현동","OK","37.4031099","126.7261793","논현동, 논현1동, 남동구, 인천광역시, 21653, 대한민국","node","415154892",""
"대한민국 인천광역시 남동구 만수동","OK","37.4529100","126.7358300","만수동, 만수1동, 남동구, 인천광역시, 21541, 대한민국","node","415154909",""
"대한민국 인천광역시 남동구 서창동","OK","37.4321061","126.7491895","서창동, 장수서창동, 남동구, 인천광역시, 21604, 대한민국","node","4751254211",""
"대한민국 인천광역시 남동구 장수서창동","OK","37.4471592","126.7589506","장수서창동, 남동구, 인천광역시, 대한민국","relation","8138897",""
"대한민국 인천광역시 미추홀구 3동","OK","37.4595010","126.6658828","3동, 수봉로163번길, 우진맨션아파트, 주안2동, 미추홀구, 인천광역시, 22156, 대한민국","way","939153316",""
"대한민국 인천광역시 미추홀구 4동","OK","37.4523591","126.6596359","용현1·4동, 미추홀구, 인천광역시, 대한민국","relation","8144617",""
"대한민국 인천광역시 미추홀구 관교동","OK","37.4433241","126.6908239","관교동, 미추홀구, 인천광역시, 22241, 대한민국","relation","8144605",""
"대한민국 인천광역시 미추홀구 도화동","OK","37.4713487","126.6617180","도화동, 도화2·3동, 미추홀구, 인천광역시, 22102, 대한민국","node","415154900",""
"대한민국 인천광역시 미추홀구 문학동","OK","37.4378379","126.6829082","문학동, 미추홀구, 인천광역시, 대한민국","relation","8144606",""
"대한민국 인천광역시 미추홀구 숭의동","OK","37.4636414","126.6505708","숭의동, 미추홀구, 인천광역시, 대한민국","relation","8144602",""
"대한민국 인천광역시 미추홀구 용현동","OK","37.4508937","126.6492456","용현동, 용현1·4동, 미추홀구, 인천광역시, 22188, 대한민국","node","415154888",""
"대한민국 인천광역시 미추홀구 주안동","OK","37.4587798","126.6797890","주안동, 주안1동, 미추홀구, 인천광역시, 22139, 대한민국","node","415154904",""
"대한민국 인천광역시 미추홀구 학익동","OK","37.4400661","126.6564528","학익동, 학익1동, 미추홀구, 인천광역시, 22205, 대한민국","node","415154889",""
"대한민국 인천광역시 부평구 갈산동","OK","37.5154100","126.7267600","갈산동, 부평구, 인천광역시, 대한민국","relation","6683640",""
"대한민국 인천광역시 부평구 부개동","OK","37.4937932","126.7380537","부개동, 부평구, 인천광역시, 대한민국","relation","6683637",""
"대한민국 인천광역시 부평구 부평동","OK","37.4906976","126.7238170","부평동, 부평구, 인천광역시, 대한민국","relation","6683638",""
"대한민국 인천광역시 부평구 산곡동","OK","37.4991807","126.7024188","산곡동, 부평구, 인천광역시, 대한민국","relation","6683646",""
"대한민국 인천광역시 부평구 삼산동","OK","37.5151336","126.7418482","삼산동, 부평구, 인천광역시, 대한민국","relation","6683645",""
"대한민국 인천광역시 부평구 십정동","OK","37.4766289","126.6974314","십정동, 부평구, 인천광역시, 대한민국","relation","6683647",""
"대한민국 인천광역시 부평구 일신동","OK","37.4808392","126.7479615","일신동, 부평구, 인천광역시, 대한민국","relation","6683643",""
"대한민국 인천광역시 부평구 청천동","OK","37.5188330","126.7080961","청천동, 청천2동, 부평구, 인천광역시, 21311, 대한민국","node","415153473",""
"대한민국 인천광역시 서해구 가정동","OK","37.5265430","126.6740693","가정동, 서해구, 인천광역시, 대한민국","relation","8857515",""
"대한민국 인천광역시 서해구 가좌동","OK","37.4881988","126.6764228","가좌동, 서해구, 인천광역시, 대한민국","relation","8857514",""
"대한민국 인천광역시 서해구 검암경서동","OK","37.5583760","126.6562938","검암경서동, 서해구, 인천광역시, 대한민국","relation","19416398",""
"대한민국 인천광역시 서해구 석남동","OK","37.5066407","126.6705375","석남동, 서해구, 인천광역시, 대한민국","relation","8859678",""
"대한민국 인천광역시 서해구 신현원창동","OK","37.5392720","126.5882090","신현원창동, 서해구, 인천광역시, 대한민국","relation","8059607",""
"대한민국 인천광역시 서해구 연희동","OK","37.5486392","126.6826642","연희동, 서해구, 인천광역시, 대한민국","relation","8059614",""
"대한민국 인천광역시 서해구 청라동","OK","37.5330681","126.6299034","청라동, 청라3동, 서해구, 인천광역시, 22758, 대한민국","node","7097724015",""
"대한민국 인천광역시 연수구 동춘동","OK","37.4046979","126.6650924","동춘동, 동춘1동, 연수구, 인천광역시, 21971, 대한민국","node","415154828",""
"대한민국 인천광역시 연수구 선학동","OK","37.4278854","126.6963107","선학동, 연수구, 인천광역시, 21938, 대한민국","relation","8101731",""
"대한민국 인천광역시 연수구 송도동","OK","37.3851499","126.6457433","송도동, 송도1동, 연수구, 인천광역시, 22000, 대한민국","node","4751255622",""
"대한민국 인천광역시 연수구 연수동","OK","37.4190772","126.6860232","연수동, 연수구, 인천광역시, 대한민국","relation","8101732",""
"대한민국 인천광역시 연수구 옥련동","OK","37.4242577","126.6478206","옥련동, 연수구, 인천광역시, 대한민국","relation","8101736",""
"대한민국 인천광역시 연수구 청학동","OK","37.4234771","126.6645224","청학동, 연수구, 인천광역시, 대한민국","relation","8101734",""
"대한민국 인천광역시 영종구 영종동","OK","37.5043470","126.5389436","영종동, 영종구, 인천광역시, 대한민국","relation","7854697",""
"대한민국 인천광역시 영종구 용유동","OK","37.4090800","126.4325567","용유동, 영종구, 인천광역시, 대한민국","relation","7854695",""
"대한민국 인천광역시 영종구 운서동","OK","37.4844700","126.4862600","운서동, 공항신도시, 영종구, 인천광역시, 대한민국","relation","7854696",""
"대한민국 인천광역시 옹진군 대청면","OK","37.8330448","124.7035999","대청면, 옹진군, 인천광역시, 대한민국","relation","8294436",""
"대한민국 인천광역시 옹진군 덕적면","OK","37.2317714","126.1155044","덕적면, 옹진군, 인천광역시, 대한민국","relation","8294439",""
"대한민국 인천광역시 옹진군 백령면","OK","37.9486074","124.6798095","백령면, 옹진군, 인천광역시, 대한민국","relation","8294437",""
"대한민국 인천광역시 옹진군 북도면","OK","37.5311860","126.4067084","북도면, 옹진군, 인천광역시, 대한민국","relation","8294442",""
"대한민국 인천광역시 옹진군 연평면","OK","37.6687698","125.6946955","연평면, 옹진군, 인천광역시, 대한민국","relation","8294438",""
"대한민국 인천광역시 옹진군 영흥면","OK","37.2532931","126.4642048","영흥면, 옹진군, 인천광역시, 대한민국","relation","8294441",""
"대한민국 인천광역시 옹진군 자월면","OK","37.2504608","126.3084438","자월면, 옹진군, 인천광역시, 대한민국","relation","8294440",""
"대한민국 인천광역시 제물포구 2동","OK","37.4527796","126.6050965","2동, 축항대로86번길, 항동7가, 연안동, 제물포구, 인천광역시, 22348, 대한민국","way","673906390",""
"대한민국 인천광역시 제물포구 개항동","OK","37.4797781","126.6242542","개항동 어울터, 참외전로37번길, 송월동1가, 송월동, 제물포구, 인천광역시, 22308, 대한민국","node","11379638484",""
"대한민국 인천광역시 제물포구 금창동","OK","37.4716038","126.6403114","금창동, 제물포구, 인천광역시, 대한민국","relation","6683641",""
"대한민국 인천광역시 제물포구 도원동","OK","37.4672333","126.6399999","도원동, 제물포구, 인천광역시, 22327, 대한민국","relation","7854701",""
"대한민국 인천광역시 제물포구 동인천동","OK","37.4753702","126.6279210","동인천동, 제물포구, 인천광역시, 대한민국","relation","7854704",""
"대한민국 인천광역시 제물포구 만석동","OK","37.4857038","126.6225567","만석동, 중구, 제물포구, 인천광역시, 대한민국","relation","6683644",""
"대한민국 인천광역시 제물포구 송림동","OK","37.4773577","126.6487611","송림동, 동구, 제물포구, 인천광역시, 대한민국","relation","6683649",""
"대한민국 인천광역시 제물포구 송현동","OK","37.4863200","126.6412510","송현동, 제물포구, 인천광역시, 대한민국","relation","6683648",""
"대한민국 인천광역시 제물포구 신포동","OK","37.4673141","126.6208741","신포동, 제물포구, 인천광역시, 대한민국","relation","7854699",""
"대한민국 인천광역시 제물포구 신흥동","OK","37.4659300","126.6373200","신흥동, 동구, 제물포구, 인천광역시, 대한민국","relation","7854702",""
